4.40E-35 2.18E-26 1.87E-19 1.78E-16 3.01E-14 1.60E-12 1.16E-11 8.07E-11 3.70E-10 6.94E-10 1.10E-09 1.59E-09 1.92E-09 2.33E-09 2.69E-09 2.83E-09 2.88E-09 2.84E-09 2.77E-09 2.62E-09 2.39E-09 2.21E-09 2.03E-09 1.82E-09 1.68E-09 1.49E-09 1.26E-09 1.13E-09 1.00E-09
4.40E-35 2.18E-26 1.87E-19 1.77E-16 2.99E-14 1.59E-12 1.15E-11 7.98E-11 3.65E-10 6.84E-10 1.09E-09 1.56E-09 1.89E-09 2.29E-09 2.65E-09 2.78E-09 2.83E-09 2.80E-09 2.73E-09 2.59E-09 2.36E-09 2.19E-09 2.00E-09 1.80E-09 1.66E-09 1.47E-09 1.25E-09 1.12E-09 9.94E-10
4.40E-35 2.18E-26 1.86E-19 1.76E-16 2.96E-14 1.56E-12 1.13E-11 7.79E-11 3.55E-10 6.63E-10 1.05E-09 1.51E-09 1.82E-09 2.22E-09 2.57E-09 2.70E-09 2.76E-09 2.73E-09 2.66E-09 2.53E-09 2.31E-09 2.14E-09 1.97E-09 1.77E-09 1.63E-09 1.45E-09 1.24E-09 1.11E-09 9.82E-10
4.40E-35 2.18E-26 1.85E-19 1.75E-16 2.93E-14 1.53E-12 1.10E-11 7.58E-11 3.44E-10 6.40E-10 1.01E-09 1.45E-09 1.75E-09 2.13E-09 2.48E-09 2.61E-09 2.67E-09 2.65E-09 2.59E-09 2.46E-09 2.26E-09 2.10E-09 1.93E-09 1.74E-09 1.61E-09 1.43E-09 1.22E-09 1.09E-09 9.70E-10
4.41E-35 2.18E-26 1.84E-19 1.73E-16 2.87E-14 1.49E-12 1.07E-11 7.26E-11 3.27E-10 6.07E-10 9.43E-10 1.35E-09 1.65E-09 2.01E-09 2.35E-09 2.49E-09 2.55E-09 2.54E-09 2.49E-09 2.37E-09 2.18E-09 2.04E-09 1.87E-09 1.69E-09 1.57E-09 1.40E-09 1.19E-09 1.07E-09 9.53E-10
4.42E-35 2.18E-26 1.82E-19 1.68E-16 2.74E-14 1.39E-12 9.82E-12 6.57E-11 2.91E-10 5.39E-10 8.11E-10 1.17E-09 1.42E-09 1.76E-09 2.08E-09 2.22E-09 2.29E-09 2.30E-09 2.27E-09 2.19E-09 2.03E-09 1.91E-09 1.77E-09 1.61E-09 1.49E-09 1.33E-09 1.15E-09 1.03E-09 9.22E-10
4.44E-35 2.17E-26 1.78E-19 1.62E-16 2.57E-14 1.27E-12 8.81E-12 5.77E-11 2.51E-10 4.62E-10 6.70E-10 9.66E-10 1.18E-09 1.48E-09 1.78E-09 1.91E-09 2.00E-09 2.03E-09 2.02E-09 1.97E-09 1.85E-09 1.75E-09 1.64E-09 1.50E-09 1.40E-09 1.26E-09 1.09E-09 9.89E-10 8.86E-10
4.48E-35 2.16E-26 1.72E-19 1.51E-16 2.31E-14 1.09E-12 7.40E-12 4.71E-11 2.00E-10 3.67E-10 5.06E-10 7.33E-10 9.06E-10 1.14E-09 1.40E-09 1.53E-09 1.63E-09 1.68E-09 1.69E-09 1.67E-09 1.60E-09 1.53E-09 1.45E-09 1.35E-09 1.27E-09 1.15E-09 1.01E-09 9.22E-10 8.31E-10
4.57E-35 2.14E-26 1.57E-19 1.27E-16 1.81E-14 7.93E-13 5.14E-12 3.13E-11 1.29E-10 2.36E-10 3.06E-10 4.50E-10 5.63E-10 7.27E-10 9.16E-10 1.02E-09 1.10E-09 1.16E-09 1.19E-09 1.20E-09 1.19E-09 1.16E-09 1.12E-09 1.06E-09 1.01E-09 9.43E-10 8.48E-10 7.85E-10 7.18E-10
4.70E-35 2.10E-26 1.40E-19 1.05E-16 1.38E-14 5.66E-13 3.56E-12 2.10E-11 8.52E-11 1.57E-10 1.98E-10 2.95E-10 3.74E-10 4.90E-10 6.29E-10 7.07E-10 7.74E-10 8.27E-10 8.52E-10 8.72E-10 8.77E-10 8.68E-10 8.50E-10 8.18E-10 7.91E-10 7.48E-10 6.88E-10 6.46E-10 6.00E-10
4.88E-35 2.04E-26 1.20E-19 8.20E-17 1.00E-14 3.86E-13 2.36E-12 1.36E-11 5.46E-11 1.01E-10 1.26E-10 1.91E-10 2.45E-10 3.26E-10 4.24E-10 4.81E-10 5.31E-10 5.74E-10 5.94E-10 6.13E-10 6.23E-10 6.23E-10 6.15E-10 5.99E-10 5.83E-10 5.58E-10 5.23E-10 4.97E-10 4.69E-10
5.15E-35 1.96E-26 9.72E-20 5.93E-17 6.59E-15 2.33E-13 1.37E-12 7.58E-12 2.98E-11 5.58E-11 6.89E-11 1.06E-10 1.37E-10 1.84E-10 2.43E-10 2.79E-10 3.11E-10 3.40E-10 3.56E-10 3.71E-10 3.83E-10 3.87E-10 3.86E-10 3.79E-10 3.72E-10 3.60E-10 3.42E-10 3.29E-10 3.13E-10
5.29E-35 1.89E-26 8.48E-20 4.80E-17 4.95E-15 1.62E-13 9.11E-13 4.82E-12 1.84E-11 3.42E-11 4.19E-11 6.42E-11 8.32E-11 1.13E-10 1.50E-10 1.74E-10 1.96E-10 2.16E-10 2.28E-10 2.41E-10 2.52E-10 2.58E-10 2.60E-10 2.58E-10 2.55E-10 2.49E-10 2.40E-10 2.32E-10 2.23E-10
5.29E-35 1.81E-26 7.56E-20 3.99E-17 3.76E-15 1.10E-13 5.89E-13 2.95E-12 1.08E-11 1.99E-11 2.41E-11 3.68E-11 4.76E-11 6.47E-11 8.69E-11 1.01E-10 1.15E-10 1.28E-10 1.36E-10 1.45E-10 1.55E-10 1.60E-10 1.64E-10 1.66E-10 1.66E-10 1.64E-10 1.61E-10 1.58E-10 1.53E-10
